campus_guid,campus_name,building_name,building_number,location_description,address_zip,community_area,council_district,lat,lng,year_forecast,condition,fci,capital_req,maintenance_req,total_req,age,year_built,asset_type,asset_group,service_level,building_category,department_name,building_function,gross_sq_ft,year_fy_inspection,year_fy_last_renovation,solar_survey,solar_energy_feasible,accessibility_survey,desc_full,desc_site,desc_substructure,desc_shell,desc_interior_construction,desc_interior_finishes,desc_plumbing,desc_mechanical,desc_life_safety,desc_electrical,desc_accessibility,desc_solar_energy
6def21cd-e1b7-4caf-aa3e-4a1795829d9e,"DRC, Development Review Center CAMPUS","DRC, Development Review Center",8,1222 1st. Avenue,,Centre City,3,32.71816,-117.163974,2015,Poor,75,128774175.9,82395.55,128856571.4,45,1970,Office,General Fund,City Concourse,3,Public Works,OFFICE,217669,2014,1800,1,0,0,"Site:  The site at Development Review Center is generally deemed to be adequate for its current use. This building is part of the San Diego Centre City Concourse development which includes the City Administration Building, the San Diego Concourse, the Concourse Parkade, the Civic Theatre and Exterior Restrooms, and the Development Review Center.  Together, these buildings occupy four urban blocks in downtown San Diego. The Development Review Center is connected to the other building by a basement level tunnel and via an elevated pedestrian walkway to the Concourse Parkade. The roadways are in good condition.  Pedestrian paving is original and in good condition.  The site landscaping is mature and in good condition.  In general the site grading is adequate.  Site lighting and security appears to be in fair condition.  Site lighting is limited to landscape pole fixtures on the north side of the building.  The parking lot does not have lighting except for the street lighting.",Substructure:  The foundations are comprised of concrete footings below the concrete structural columns and walls.  The substructure system does not present signs of movement.,Shell: Floor construction is a structural concrete slab on a structural grid of concrete columns and beams.  The exterior windows are original and in fair condition.  The window seals are in fair condition.  The aluminum frames are coated and exhibit some minor pitting and surface deterioration on the exterior surfaces.  Windows have generally been fixed shut and are non-operational although they originally functioned as casement windows.  Exterior doors are coated aluminum for the main public entries and painted metal doors for the secondary personnel service doors.  The exterior doors are original and are in fair condition.  Exterior walls are concrete and battered with decorative form patterns cast into the concrete on the ground level.  Roof covering for the main building and projected storage roofs is modified bitumen which is a replacement and in fair condition.  The penthouse high roof is also modified bitumen of a later replacement and is in good condition.  There are no gutters or downspouts.,"Interior Construction:  Interior partitions are original and in good condition. However, evidence that maintenance is required to assure useful life.  Millwork and cabinets include a combination of original and replacement units and they are in fair condition.  Interior doors include a combination of original and replacement doors which are generally in fair condition.",Interior Finishes: The typical interior wall finish is plaster which is original and in good condition.  Other finishes such as wallpaper are also present.  The primary interior floor finish is carpet which has been replaced and is in poor condition. The original terrazzo flooring remains at the elevator lobbies and public restrooms on each floor.  The original terrazzo remains in good overall condition although the flooring in some of the restrooms is stained and worn.  Most of the ceilings are finished with suspended acoustical tiles which are original and in fair condition.,Plumbing: Plumbing fixtures are original and in fair condition.  Flush valve water closets and urinals are not of lo-flo design.  Domestic water distribution is provided by copper piping with hot water from the central boiler.  Sanitary sewer piping is comprised of cast iron piping.  There are roof drains and rain water piping which is original.  No issues were reported to the assessment team.,"Mechanical: The Heating, Ventilation, and Cooling (HVAC) system is predominately a centralized cooling/heating system with energy supply (chilled and hot water) from the central plant located in the 004-Concourse building, which is original and in poor condition. There is also an air cooled chiller in the fire station area which is newer and of apparent good condition.  The heat from this chiller discharges into the fire station garage.","Life Safety: There are no fire sprinkler, fire alarm or fire suppression systems in the ground to upper levels of this building.  The fire sprinkler system is limited to the basement only.  The fire station kitchen exhaust hood (level 1) has a fire sprinkler head, no dry chemical fire suppression.  There is a small addressable fire alarm system, limited to the data/IT room in the basement only.  The balance of the building does not have fire alarm.  Fire protection specialties are present.","Electrical: Electrical service for the facility is provided by an underground service supplied by on site primary distribution.  The main service distribution is a substation, 12 KV primary, 2000 KVA oil fill transformer and a 277/480 volt secondary distribution of 3000 AMPs.  Electrical service and distribution is original and in fair condition.  Lighting fixtures have been retrofitted with T8 lamps and electronic ballasts in most of the building.  There are still some T12 lamps in the mechanical penthouse and some utility areas.  Fixtures are older and may be original. Branch wiring is original and beyond its expected useful life.",Accessibility: An abbreviated accessibility survey was not conducted on this facility.,Solar Energy Assessment: A solar energy assessment was performed on this facility.  Please refer to the solar energy report section of this report for details regarding solar energy.,"Facility #000008, Development Review Center, was originally built in 1970.  The facility is a five-story building with two mechanical floors above and a full basement.  The building measures approximately 217,669 gross square feet and is primarily used as an administration facility with a fire station on the ground floor.  The facility is part of the General Services, Facilities Maintenance Department and is located in Council District 2.   Site:  The site at Development Review Center is generally deemed to be adequate for its current use. This building is part of the San Diego Centre City Concourse development which includes the City Administration Building, the San Diego Concourse, the Concourse Parkade, the Civic Theatre and Exterior Restrooms, and the Development Review Center.  Together, these buildings occupy four urban blocks in downtown San Diego. The Development Review Center is connected to the other building by a basement level tunnel and via an elevated pedestrian walkway to the Concourse Parkade. The roadways are in good condition.  Pedestrian paving is original and in good condition.  The site landscaping is mature and in good condition.  In general the site grading is adequate.  Site lighting and security appears to be in fair condition.  Site lighting is limited to landscape pole fixtures on the north side of the building.  The parking lot does not have lighting except for the street lighting. Substructure:  The foundations are comprised of concrete footings below the concrete structural columns and walls.  The substructure system does not present signs of movement. Shell: Floor construction is a structural concrete slab on a structural grid of concrete columns and beams.  The exterior windows are original and in fair condition.  The window seals are in fair condition.  The aluminum frames are coated and exhibit some minor pitting and surface deterioration on the exterior surfaces.  Windows have generally been fixed shut and are non-operational although they originally functioned as casement windows.  Exterior doors are coated aluminum for the main public entries and painted metal doors for the secondary personnel service doors.  The exterior doors are original and are in fair condition.  Exterior walls are concrete and battered with decorative form patterns cast into the concrete on the ground level.  Roof covering for the main building and projected storage roofs is modified bitumen which is a replacement and in fair condition.  The penthouse high roof is also modified bitumen of a later replacement and is in good condition.  There are no gutters or downspouts. Interior Construction:  Interior partitions are original and in good condition. However, evidence that maintenance is required to assure useful life.  Millwork and cabinets include a combination of original and replacement units and they are in fair condition.  Interior doors include a combination of original and replacement doors which are generally in fair condition. Interior Finishes: The typical interior wall finish is plaster which is original and in good condition.  Other finishes such as wallpaper are also present.  The primary interior floor finish is carpet which has been replaced and is in poor condition. The original terrazzo flooring remains at the elevator lobbies and public restrooms on each floor.  The original terrazzo remains in good overall condition although the flooring in some of the restrooms is stained and worn.  Most of the ceilings are finished with suspended acoustical tiles which are original and in fair condition. Plumbing: Plumbing fixtures are original and in fair condition.  Flush valve water closets and urinals are not of lo-flo design.  Domestic water distribution is provided by copper piping with hot water from the central boiler.  Sanitary sewer piping is comprised of cast iron piping.  There are roof drains and rain water piping which is original.  No issues were reported to the assessment team. Mechanical: The Heating, Ventilation, and Cooling (HVAC) system is predominately a centralized cooling/heating system with energy supply (chilled and hot water) from the central plant located in the 004-Concourse building, which is original and in poor condition. There is also an air cooled chiller in the fire station area which is newer and of apparent good condition.  The heat from this chiller discharges into the fire station garage. Life Safety: There are no fire sprinkler, fire alarm or fire suppression systems in the ground to upper levels of this building.  The fire sprinkler system is limited to the basement only.  The fire station kitchen exhaust hood (level 1) has a fire sprinkler head, no dry chemical fire suppression.  There is a small addressable fire alarm system, limited to the data/IT room in the basement only.  The balance of the building does not have fire alarm.  Fire protection specialties are present. Electrical: Electrical service for the facility is provided by an underground service supplied by on site primary distribution.  The main service distribution is a substation, 12 KV primary, 2000 KVA oil fill transformer and a 277/480 volt secondary distribution of 3000 AMPs.  Electrical service and distribution is original and in fair condition.  Lighting fixtures have been retrofitted with T8 lamps and electronic ballasts in most of the building.  There are still some T12 lamps in the mechanical penthouse and some utility areas.  Fixtures are older and may be original. Branch wiring is original and beyond its expected useful life. Accessibility: An abbreviated accessibility survey was not conducted on this facility. Solar Energy Assessment: A solar energy assessment was performed on this facility.  Please refer to the solar energy report section of this report for details regarding solar energy."
66ffa5d4-3627-46c8-bd72-0dc03f7b1a4a,City Administration Building CAMPUS,City Administration Building,1,202 C Street,,Centre City,3,32.716842,-117.162794,2015,Poor,44,69497871.76,212768.43,69710640.19,50,1965,Office,General Fund,City Concourse,2,Public Works,OFFICE,182400,2014,1800,1,0,0,"Site:  The site at City Administration Building is generally deemed to be adequate for its current use. This building is part of the original San Diego Centre City Concourse development which includes the City Administration Building, the San Diego Concourse, the Concourse Parkade, the Civic Theatre and Exterior Restrooms, and the Development Review Center.  Together, these buildings occupy four urban blocks in downtown San Diego and they are connected by a public plaza on the ground floor and attached basements below.   Pedestrian paving is original and in good condition.  The site landscaping is mature and in good condition.  In general the site grading is adequate.  Site lighting (two shoebox HIDs on 30 foot steel poles) and security appears to be in good condition.",Substructure:  The foundations are comprised of concrete footings below the concrete structural columns and walls.  The substructure system does not present signs of movement.,"Shell: Floor construction is a structural concrete slab on a structural grid of concrete columns and beams.  The exterior windows are original and in fair condition.  The window seals are in fair condition.  The aluminum frames are anodized and exhibit moderate pitting and surface deterioration on the exterior surfaces.  Windows are generally fixed shut and non-operational.  Exterior doors are anodized aluminum for the main entry and painted metal doors for the secondary personnel service doors.  The exterior doors are original and are in good condition although they exhibit moderate pitting and surface deterioration on the exterior surfaces.  Exterior walls are concrete and clad with a variety of materials including ceramic tile, plaster, and concrete. The front (south) façade of the building also includes baffled metal panels which continue along the full length of the building at every floor.  The exterior finishes are original and they are generally in fair condition.  Roof covering is built-up, gravel surface which is a replacement and in fair condition.  There are no gutters or downspouts.  Interior Construction:  Interior partitions are original and in good condition, however, evidence that maintenance is required to assure useful life..  Millwork and cabinets include a combination of original and replacement units and they are in good condition.  The 12th floor City Council Chambers and lobby includes original clear-finished walls paneling which also remains in good condition. Interior doors include a combination of original and replacement doors and they are in good condition.",,"Interior Finishes: The typical interior wall finish is plaster which is original and in good condition.  Other finishes such as wallpaper and wood paneling are also present.  Floor finishes included a combination of carpet and vinyl tile, which are replacements and in poor condition. The original terrazzo flooring remains in the first floor lobby and at the elevator lobbies and public restrooms on each floor.  The original terrazzo remains in good overall condition although the flooring in some of the restrooms is stained and worn.  Most of the ceilings are finished with suspended acoustical tiles which are original and in fair condition. ",Plumbing: Plumbing fixtures are replacements and in good condition.  Plumbing fixtures have been replaced on all floors except floor 13 and the basement.  Domestic water distribution is provided by copper piping with hot water from the central boiler located in the Concourse building through heat exchangers.  Sanitary sewer piping is comprised of cast iron piping.  There are roof drains and a rain water drainage system that is original.  No issues were reported to the assessment team.,"Mechanical: The Heating, Ventilation, and Cooling (HVAC) system is predominately a centralized cooling/heating system with energy supply (chilled and hot water) from the central plant located in the 004-Concourse building, which is original and in poor condition.  Air distribution is through large built-up air handling units located on the 13th floor and ducted down to the floors below.  There are also a limited number of local split DX systems for IT rooms.  The condensing units (heat discharge) are located in the main AHU return shaft.","Life Safety: The building has a fire sprinkler system, fully sprinkled, installed new in 2009.  There is a 100 HP fire pump and controller located in the basement of this building. Fire protection specialties are present.  Fire alarm system components include: hard wired smoke detectors, pull stations, monitored fire alarms, fire command communications and wet sprinklers.  These systems are provided through out the building.  Visually these systems appear to be in good condition.","Electrical: Electrical service for the facility is provided through the basement service supplied by on site primary distribution.  There is a unit substation with a 12 KV, 600 AMP primary and secondary distribution board, 277/480 volts, 2400 AMPs.  There are two busway risers, 277/480 volts from the substation secondary to the penthouse.  Ground Fault Interrupter (GFI) receptacles were observed.  Electrical service and distribution is original and in fair condition.  Lighting fixtures have been retrofitted with T8 lamps and electronic ballasts.  Most of the fixtures are older and may be original. Branch wiring is original and beyond its expected useful life.  ",Accessibility: An abbreviated accessibility survey was not conducted on this facility.,Solar Energy Assessment: A solar energy assessment was performed on this facility.  Please refer to the solar energy report section of this report for details regarding solar energy.,"Facility #000001, City Administration Building, was originally built in 1965.  The facility is a fifteen-story building with a full basement.  The building measuring approximately 182,400 gross square feet is primarily used as an administration facility.  The facility is part of the General Services, Facilities Maintenance Department and is located in Council District 2.   Site:  The site at City Administration Building is generally deemed to be adequate for its current use. This building is part of the original San Diego Centre City Concourse development which includes the City Administration Building, the San Diego Concourse, the Concourse Parkade, the Civic Theatre and Exterior Restrooms, and the Development Review Center.  Together, these buildings occupy four urban blocks in downtown San Diego and they are connected by a public plaza on the ground floor and attached basements below.   Pedestrian paving is original and in good condition.  The site landscaping is mature and in good condition.  In general the site grading is adequate.  Site lighting (two shoebox HIDs on 30 foot steel poles) and security appears to be in good condition. Substructure:  The foundations are comprised of concrete footings below the concrete structural columns and walls.  The substructure system does not present signs of movement. Shell: Floor construction is a structural concrete slab on a structural grid of concrete columns and beams.  The exterior windows are original and in fair condition.  The window seals are in fair condition.  The aluminum frames are anodized and exhibit moderate pitting and surface deterioration on the exterior surfaces.  Windows are generally fixed shut and non-operational.  Exterior doors are anodized aluminum for the main entry and painted metal doors for the secondary personnel service doors.  The exterior doors are original and are in good condition although they exhibit moderate pitting and surface deterioration on the exterior surfaces.  Exterior walls are concrete and clad with a variety of materials including ceramic tile, plaster, and concrete. The front (south) façade of the building also includes baffled metal panels which continue along the full length of the building at every floor.  The exterior finishes are original and they are generally in fair condition.  Roof covering is built-up, gravel surface which is a replacement and in fair condition.  There are no gutters or downspouts.  Interior Construction:  Interior partitions are original and in good condition, however, evidence that maintenance is required to assure useful life..  Millwork and cabinets include a combination of original and replacement units and they are in good condition.  The 12th floor City Council Chambers and lobby includes original clear-finished walls paneling which also remains in good condition. Interior doors include a combination of original and replacement doors and they are in good condition. Interior Finishes: The typical interior wall finish is plaster which is original and in good condition.  Other finishes such as wallpaper and wood paneling are also present.  Floor finishes included a combination of carpet and vinyl tile, which are replacements and in poor condition. The original terrazzo flooring remains in the first floor lobby and at the elevator lobbies and public restrooms on each floor.  The original terrazzo remains in good overall condition although the flooring in some of the restrooms is stained and worn.  Most of the ceilings are finished with suspended acoustical tiles which are original and in fair condition.  Plumbing: Plumbing fixtures are replacements and in good condition.  Plumbing fixtures have been replaced on all floors except floor 13 and the basement.  Domestic water distribution is provided by copper piping with hot water from the central boiler located in the Concourse building through heat exchangers.  Sanitary sewer piping is comprised of cast iron piping.  There are roof drains and a rain water drainage system that is original.  No issues were reported to the assessment team. Mechanical: The Heating, Ventilation, and Cooling (HVAC) system is predominately a centralized cooling/heating system with energy supply (chilled and hot water) from the central plant located in the 004-Concourse building, which is original and in poor condition.  Air distribution is through large built-up air handling units located on the 13th floor and ducted down to the floors below.  There are also a limited number of local split DX systems for IT rooms.  The condensing units (heat discharge) are located in the main AHU return shaft. Life Safety: The building has a fire sprinkler system, fully sprinkled, installed new in 2009.  There is a 100 HP fire pump and controller located in the basement of this building. Fire protection specialties are present.  Fire alarm system components include: hard wired smoke detectors, pull stations, monitored fire alarms, fire command communications and wet sprinklers.  These systems are provided through out the building.  Visually these systems appear to be in good condition. Electrical: Electrical service for the facility is provided through the basement service supplied by on site primary distribution.  There is a unit substation with a 12 KV, 600 AMP primary and secondary distribution board, 277/480 volts, 2400 AMPs.  There are two busway risers, 277/480 volts from the substation secondary to the penthouse.  Ground Fault Interrupter (GFI) receptacles were observed.  Electrical service and distribution is original and in fair condition.  Lighting fixtures have been retrofitted with T8 lamps and electronic ballasts.  Most of the fixtures are older and may be original. Branch wiring is original and beyond its expected useful life.   Accessibility: An abbreviated accessibility survey was not conducted on this facility. Solar Energy Assessment: A solar energy assessment was performed on this facility.  Please refer to the solar energy report section of this report for details regarding solar energy."
f252b3b9-ee1e-4612-aa97-774f36c5c56e,San Diego Concourse (L) CAMPUS,San Diego Concourse (L),2,202 C Street,,Centre City,3,32.717339,-117.163683,2015,Poor,59,111806259.4,311955.21,112118214.6,50,1965,Public Event Site,General Fund,City Concourse,2,Real Estate Assets,SITE,206216,2014,1800,1,0,0,"Site:  The site at San Diego Concourse is generally deemed to be adequate for its current use.  This building is part of the original San Diego Centre City Concourse development which includes the City Administration Building, the San Diego Concourse, the Concourse Parkade, the Civic Theatre and Exterior Restrooms, and the Development Review Center.  Together, these buildings occupy four urban blocks in downtown San Diego and they are connected by a public plaza on the ground floor and attached basements below.  Pedestrian paving around the building is original and in good condition.  The site landscaping is mature and in fair condition.  In general the site grading is adequate.  There is no site lighting incidental to this building site.",Substructure:  The foundations are comprised of concrete footings below the concrete structural columns and walls.  The substructure system does not present signs of movement.,Shell: Floor construction is a structural concrete slab on a structural grid of concrete columns and beams.  The exterior windows are original and in good condition.  The window seals are in good condition.  The aluminum frames are anodized and exhibit moderate pitting and surface deterioration on the exterior surfaces.  Windows are generally fixed shut and non-operational.  Exterior doors include original anodized aluminum doors and solid core wood doors for the public entrances with painted metal doors for the secondary personnel service doors.  The exterior doors are original and are in fair condition although the aluminum frames exhibit moderate pitting and surface deterioration on the exterior surfaces and the finish is deteriorated on the wood doors.  Exterior walls are concrete and CMU and they are clad with a variety of materials including plaster and decorative concrete panels. The exterior finishes are original and they are generally in fair condition.  Roof covering is  built-up w/gravel surface which is a replacement and in fair condition.  There are no gutters or downspouts.,"Interior Construction:  Interior partitions are original and in good condition, however, there is evidence that maintenance is required to assure useful life.  Millwork has been replaced and is in good condition.  Interior doors are generally original and in good condition.","Interior Finishes: The typical interior wall finish is wallpaper which has been replaced and is in good condition.  The primary interior floor finish is carpet which has been replaced and is in poor condition.  Floor finishes in secondary spaces and utility rooms include carpet, ceramic tile, sealed concrete, and resilient flooring which have been replaced and are generally in fair condition.  Most of the ceilings are finished with suspended acoustical tiles which are original and in fair condition.",Plumbing: Plumbing fixtures are replacements and in fair condition.  A few water closets and urinals have been replaced with lo-flo units but most are not lo-flo.  Domestic water distribution is provided by copper piping with hot water from the central boiler through heat exchangers.  Sanitary sewer piping is comprised of cast iron piping.  There are roof drains and a rain water drainage system which is original.  No issues were reported to the assessment team.,"Mechanical: The Heating, Ventilation, and Cooling (HVAC) system is predominately a centralized cooling/heating system; three chillers, two cooling towers, two boilers, pumps and heat exchangers, located in this building; the centralized cooling/heating mechanical equipment is supplying four (4) additional buidings Facility #001, #003, #004 and #008   The chillers, cooling towers and boilers are replacements and in good condition.  The pumps are original and most of them are in poor condition.  Some of the pump motors have been replaced.","Life Safety: The fire sprinkler system was recently installed new.  The fire alarm system control panel is old, possibly original.  Fire protection specialties are present.  System components include: hard wired smoke detectors, pull stations, automated fire suppression, monitored fire alarms and wet sprinklers.  These systems are provided through out the building.  Visually these systems appear to be in fair condition.",Electrical: Electrical service for the facility is provided by an underground service supplied by utility primary distribution.  This building includes the main service 12 KV line-up serving the entire city complex campus including the DRC building across the street.  The building also has two 12 KV primary to 277/480 volt substations serving this building.  One substation is dedicated to the central plant located in this building.  Ground Fault Interrupter (GFI) receptacles were not observed.  Electrical service and distribution is original and in fair condition.  Lighting fixtures have been retrofitted with T8 lamps and electronic ballasts.  Fixtures are older and may be original. Branch wiring is original and beyond its expected useful life. ,Accessibility: An abbreviated accessibility survey was not conducted on this facility.,Solar Energy Assessment: A solar energy assessment was performed on this facility.  Please refer to the solar energy report section of this report for details regarding solar energy.,"Facility #000002, San Diego Concourse, was originally built in 1965.  The facility is a two-story building with a full basement.  The building measures approximately 206,216 gross square feet. The Concourse is primarily used as an assembly facility and central plant for cooling/heating (4) other city facilities.  The facility is part of the Real Estate Assets Department and is located in Council District 2.   Site:  The site at San Diego Concourse is generally deemed to be adequate for its current use.  This building is part of the original San Diego Centre City Concourse development which includes the City Administration Building, the San Diego Concourse, the Concourse Parkade, the Civic Theatre and Exterior Restrooms, and the Development Review Center.  Together, these buildings occupy four urban blocks in downtown San Diego and they are connected by a public plaza on the ground floor and attached basements below.  Pedestrian paving around the building is original and in good condition.  The site landscaping is mature and in fair condition.  In general the site grading is adequate.  There is no site lighting incidental to this building site. Substructure:  The foundations are comprised of concrete footings below the concrete structural columns and walls.  The substructure system does not present signs of movement. Shell: Floor construction is a structural concrete slab on a structural grid of concrete columns and beams.  The exterior windows are original and in good condition.  The window seals are in good condition.  The aluminum frames are anodized and exhibit moderate pitting and surface deterioration on the exterior surfaces.  Windows are generally fixed shut and non-operational.  Exterior doors include original anodized aluminum doors and solid core wood doors for the public entrances with painted metal doors for the secondary personnel service doors.  The exterior doors are original and are in fair condition although the aluminum frames exhibit moderate pitting and surface deterioration on the exterior surfaces and the finish is deteriorated on the wood doors.  Exterior walls are concrete and CMU and they are clad with a variety of materials including plaster and decorative concrete panels. The exterior finishes are original and they are generally in fair condition.  Roof covering is  built-up w/gravel surface which is a replacement and in fair condition.  There are no gutters or downspouts. Interior Construction:  Interior partitions are original and in good condition, however, there is evidence that maintenance is required to assure useful life.  Millwork has been replaced and is in good condition.  Interior doors are generally original and in good condition. Interior Finishes: The typical interior wall finish is wallpaper which has been replaced and is in good condition.  The primary interior floor finish is carpet which has been replaced and is in poor condition.  Floor finishes in secondary spaces and utility rooms include carpet, ceramic tile, sealed concrete, and resilient flooring which have been replaced and are generally in fair condition.  Most of the ceilings are finished with suspended acoustical tiles which are original and in fair condition. Plumbing: Plumbing fixtures are replacements and in fair condition.  A few water closets and urinals have been replaced with lo-flo units but most are not lo-flo.  Domestic water distribution is provided by copper piping with hot water from the central boiler through heat exchangers.  Sanitary sewer piping is comprised of cast iron piping.  There are roof drains and a rain water drainage system which is original.  No issues were reported to the assessment team. Mechanical: The Heating, Ventilation, and Cooling (HVAC) system is predominately a centralized cooling/heating system; three chillers, two cooling towers, two boilers, pumps and heat exchangers, located in this building; the centralized cooling/heating mechanical equipment is supplying four (4) additional buidings Facility #001, #003, #004 and #008   The chillers, cooling towers and boilers are replacements and in good condition.  The pumps are original and most of them are in poor condition.  Some of the pump motors have been replaced. Life Safety: The fire sprinkler system was recently installed new.  The fire alarm system control panel is old, possibly original.  Fire protection specialties are present.  System components include: hard wired smoke detectors, pull stations, automated fire suppression, monitored fire alarms and wet sprinklers.  These systems are provided through out the building.  Visually these systems appear to be in fair condition. Electrical: Electrical service for the facility is provided by an underground service supplied by utility primary distribution.  This building includes the main service 12 KV line-up serving the entire city complex campus including the DRC building across the street.  The building also has two 12 KV primary to 277/480 volt substations serving this building.  One substation is dedicated to the central plant located in this building.  Ground Fault Interrupter (GFI) receptacles were not observed.  Electrical service and distribution is original and in fair condition.  Lighting fixtures have been retrofitted with T8 lamps and electronic ballasts.  Fixtures are older and may be original. Branch wiring is original and beyond its expected useful life.  Accessibility: An abbreviated accessibility survey was not conducted on this facility. Solar Energy Assessment: A solar energy assessment was performed on this facility.  Please refer to the solar energy report section of this report for details regarding solar energy."
